order_id,product_id,quantity,unit_price
O700034,P5090,1,663.5
O700034,P5081,3,383.51
O700035,P5066,1,1054.32
O700035,P5135,2,1407.3
O700035,P5069,3,930.99
O700035,P5079,3,710.41
O700035,P5125,2,376.46
O700036,P5069,3,1041.48
O700037,P5051,1,64.54
O700037,P5052,1,150.27
O700037,P5103,3,376.66
O700037,P5127,2,252.27
O700037,P5106,2,260.55
O700037,P5135,3,1491.06
O700037,P5023,1,139.08
O700038,P5069,3,814.4
O700038,P5131,5,743.15
O700038,P5103,3,288.2
O700038,P5123,2,117.44
O700039,P5069,2,884.84
O700039,P5081,3,434.12
O700039,P5099,3,695.61
O700039,P5009,1,103.23
O700039,P5125,2,365.63
O700040,P5021,2,37.94
O700040,P5052,2,124.1
O700041,P5069,3,956.34
O700041,P5052,1,139.62
O700041,P5051,3,59.58
O700042,P5069,1,921.5
O700042,P5099,3,682.82
O700042,P5114,2,579.46
O700042,P5051,5,55.76
O700042,P5117,2,96.69
O700042,P5125,1,373.49
O700042,P5075,3,606.78
O700042,P5035,3,139.41
O700043,P5081,1,397.62
O700044,P5021,2,43.02
O700044,P5030,1,316.25
O700044,P5069,1,980.37
O700044,P5135,1,1395.35
O700044,P5051,4,59.49
O700044,P5125,5,385.01
O700044,P5081,2,448.26
O700045,P5069,3,892.76
O700045,P5035,8,140.27
O700045,P5084,2,339.27
O700046,P5006,3,211.22
O700046,P5081,4,369.62
O700047,P5103,2,364.3
O700047,P5047,3,177.44
O700047,P5044,3,48.37
O700047,P5069,2,986.35
O700047,P5067,3,466.71
O700047,P5089,2,920.23
O700048,P5103,1,248.15
O700048,P5069,2,697.85
O700048,P5081,3,325.14
O700048,P5044,1,36.4
O700049,P5040,3,321.89
O700049,P5081,1,455.55
O700049,P5130,3,1441.09
O700049,P5070,4,220.68
O700050,P5103,3,343.44
O700050,P5090,5,759.07
O700051,P5069,2,802.42
O700051,P5111,2,563.66
O700051,P5030,1,267.01
O700052,P5045,2,167.72
O700052,P5103,3,248.68
O700053,P5107,1,376.57
O700053,P5103,1,331.81
O700053,P5090,3,754.57
O700053,P5069,2,880.95
O700054,P5069,3,962.46
O700054,P5135,1,1334.71
O700054,P5034,2,41.8
O700054,P5052,3,135.62
O700055,P5103,2,358.42
O700055,P5094,3,86.6
O700055,P5081,2,435.36
O700055,P5026,2,30.92
O700055,P5069,4,978.36
O700055,P5082,4,1370.93
O700056,P5030,1,307.19
O700056,P5065,1,1226.42
O700057,P5098,4,551.91
O700057,P5070,2,154.02
O700057,P5069,4,666.06
O700057,P5013,3,45.74
O700057,P5113,1,299.19
O700058,P5103,1,206.2
O700058,P5127,3,141.15
O700058,P5090,3,473.7
O700058,P5030,2,187.83
O700059,P5069,2,755.77
O700059,P5030,1,250.62
O700060,P5103,2,253.89
O700060,P5106,3,183.33
O700060,P5013,2,49.1
O700060,P5038,2,186.01
O700060,P5111,1,490.17
O700060,P5081,3,326.01
O700060,P5069,4,701.74
O700061,P5030,1,273.36
O700062,P5103,2,208.66
O700062,P5131,2,542.51
O700062,P5097,1,525.69
O700063,P5030,3,247.05
O700063,P5038,1,202.14
O700063,P5023,1,103.95
O700063,P5106,3,186.54
O700063,P5069,5,719.32
O700064,P5081,2,444.95
O700064,P5069,2,897.6
O700064,P5090,4,751.45
O700064,P5127,2,227.69
O700064,P5103,1,337.71
O700065,P5069,2,1057.22
O700065,P5013,2,74.4
O700065,P5131,4,976.39
O700065,P5081,3,476.7
O700066,P5044,2,40.55
O700066,P5103,2,289.55
O700067,P5034,3,40.65
O700067,P5072,2,970.02
O700067,P5069,2,946.87
O700068,P5103,2,242.04
O700068,P5036,3,70.98
O700068,P5069,2,682.37
O700068,P5135,1,962.72
O700068,P5125,3,269.12
O700069,P5069,3,650.15
O700069,P5052,1,97.87
O700069,P5013,3,47.82
O700069,P5135,2,929.86
O700069,P5122,2,104.69
O700070,P5069,2,572.75
O700070,P5081,1,271.55
O700071,P5131,2,688.62
O700071,P5103,4,277.12
O700071,P5030,3,249.02
O700071,P5051,1,46.97
O700071,P5012,2,107.46
O700071,P5104,2,516.65
O700072,P5135,3,1189.1
O700072,P5125,3,334.27
O700072,P5023,3,115.57
O700073,P5114,2,482.49
O700073,P5052,1,109.82
O700073,P5062,2,311.99
O700073,P5090,3,600.72
O700073,P5069,1,749.76
O700073,P5080,2,1095.97
O700074,P5069,4,805.47
O700074,P5127,3,204.38
O700074,P5097,2,763.73
O700074,P5125,2,334.83
O700074,P5052,1,120.21
O700074,P5013,3,57.37
O700075,P5069,2,606.4
O700075,P5119,1,236.52
O700076,P5069,3,700.24
O700076,P5092,3,570.48
O700076,P5009,4,81.1
O700077,P5069,1,757.02
O700077,P5103,1,286.48
O700077,P5135,4,1096.7
O700077,P5127,2,194.81
O700078,P5090,3,737.46
O700078,P5103,3,337.01
O700078,P5119,3,353.95
O700078,P5097,4,862.12
O700079,P5097,2,822.85
O700080,P5069,-1,858.82
O700080,P5135,3,1254.91
O700080,P5103,3,318.79
O700081,P5111,1,587.74
O700081,P5131,2,797.02
O700082,P5125,2,301.31
O700082,P5103,2,286.67
O700082,P5090,2,640.32
O700082,P5052,3,110.87
O700083,P5030,1,247.13
O700083,P5080,2,1075.34
O700083,P5125,2,316.31
O700083,P5099,3,589.01
O700083,P5072,4,768.76
O700083,P5090,3,633.06
O700083,P5057,1,84.1
O700084,P5080,2,1260.29
O700084,P5125,1,355.1
O700084,P5069,3,896.01
O700085,P5125,1,304.42
O700086,P5088,4,193.82
O700086,P5056,3,315.05
O700086,P5123,1,135.46
O700086,P5108,3,607.61
O700086,P5047,2,167.04
O700087,P5052,2,134.8
O700087,P5043,4,229.48
O700087,P5030,5,299.32
O700087,P5069,1,897.52
O700088,P5069,1,934.94
O700088,P5090,5,808.71
O700088,P5127,3,241.55
O700088,P5105,2,667.6
O700088,P5045,2,227.17
O700088,P5103,2,363.32
O700088,P5051,1,61.66
O700088,P5120,2,0
O700089,P5052,1,118.06
O700089,P5040,3,269.07
O700089,P5014,3,127.92
O700090,P5069,2,883.69
O700091,P5024,2,219.84
O700091,P5069,5,853.99
O700091,P5103,1,317.45
O700091,P5046,1,281.94
O700091,P5023,3,121.58
O700092,P5069,3,873.25
O700092,P5043,2,223.67
O700092,P5103,2,321.1
O700092,P5093,1,256.2
O700093,P5035,2,128.24
O700093,P5127,2,214.73
O700093,P5069,3,847.91
O700093,P5125,2,346.9
O700094,P5069,1,867.55
O700094,P5052,2,122.25
O700095,P5123,4,110.09
O700095,P5062,2,309.38
O700095,P5051,1,46.1
O700095,P5069,4,724.13
O700096,P5069,4,837.37
O700096,P5091,3,687.58
O700096,P5072,1,846.2
O700096,P5094,3,77.95
O700096,P5090,1,701.53
O700097,P5045,4,209.21
O700097,P5069,1,836.76
O700097,P5096,1,388.03
O700097,P5111,3,593.78
O700097,P5125,2,346.71
O700097,P5115,1,447.39
O700097,P5030,2,282.78
O700098,P5052,3,126.33
O700098,P5090,4,713.32
O700098,P5127,5,219.41
O700098,P5081,4,397.96
O700098,P5113,2,383.89
O700098,P5074,4,957.47
O700099,P5051,1,33.98
O700099,P5069,2,531.84
O700099,P5030,4,183.32
O700099,P5082,5,760.66
O700099,P5135,1,769.47
O700100,P5069,4,779.71
O700100,P5135,5,1120.42
O700100,P5105,2,536.7
O700100,P5030,2,254.06
O700100,P5032,3,182.95
O700101,P5069,5,505.33
O700101,P5136,2,671.9
O700102,P5069,2,759.28
O700102,P5032,2,183.15
O700102,P5125,3,315.96
O700102,P5090,3,626.54
O700102,P5135,5,1117.44
O700102,P5113,3,344.84
O700102,P5030,5,263.51
O700102,P5052,2,114.7
O700102,P5035,1,119.44
O700103,P5127,4,237.89
O700103,P5103,2,358.55
O700103,P5042,2,229.2
O700104,P5034,3,35.43
O700104,P5090,3,645.78
O700105,P5069,3,622.67
O700105,P5045,1,149.77
O700105,P5131,4,596.88
O700105,P5127,5,159.81
O700105,P5011,2,54.04
O700106,P5127,3,211.63
O700106,P5069,2,853.02
O700106,P5104,2,610.22
O700107,P5081,4,467.94
O700107,P5026,1,33.16
O700108,P5069,4,1052.29
O700108,P5036,4,113.71
O700108,P5035,2,158.53
O700109,P5104,4,514.92
O700109,P5069,1,709.22
O700109,P5081,1,334.22
O700110,P5038,1,191.93
O700110,P5069,2,709.93
O700110,P5056,1,251.48
O700110,P5049,2,294.34
O700110,P5108,3,468.39
O700110,P5135,2,1029.58
O700111,P5069,1,662.55
O700111,P5135,4,979
O700111,P5036,2,74.38
O700112,P5103,2,243.41
O700112,P5111,1,482.31
O700113,P5065,1,1173.22
O700113,P5038,1,228.94
O700113,P5103,2,318.27
O700113,P5133,2,464.14
O700113,P5045,2,205.01
O700113,P5064,2,184.62
O700113,P5069,2,874.4
O700114,P5052,3,91.23
O700115,P5062,1,283.68
O700115,P5069,3,658.11
O700115,P5127,1,164.3
O700115,P5090,1,557.6
O700116,P5084,4,186.87
O700116,P5103,1,190.62
O700116,P5069,4,526.41
O700116,P5135,2,731.12
O700117,P5008,1,196.78
O700117,P5069,1,818.84
O700118,P5094,3,69.74
O700119,P5069,2,1028.44
O700119,P5125,3,401.08
O700119,P5013,3,70.96
O700120,P5090,4,682.69
O700120,P5072,3,850.06
O700120,P5123,3,127.02
O700120,P5069,3,858.85
O700120,P5036,2,93.26
O700121,P5081,1,408.01
O700121,P5105,3,615.15
O700121,P5103,3,315.83
O700121,P5125,2,356.67
O700121,P5069,5,859.74
O700121,P5042,2,209.36
O700122,P5103,3,302.96
O700122,P5135,1,1184.98
O700122,P5009,2,95.37
O700123,P5069,4,831.73
O700123,P5098,2,662.41
O700123,P5119,1,325.85
O700124,P5044,1,32.53
O700124,P5069,1,630.9
O700124,P5036,3,66.09
O700124,P5014,1,99.61
O700125,P5106,2,231.94
O700125,P5035,3,133.19
O700125,P5069,3,916.44
O700126,P5081,1,429.07
O700126,P5052,2,129.74
O700126,P5111,1,643.8
O700126,P5090,1,740.58
O700127,P5134,2,454.46
O700127,P5090,2,715.43
O700127,P5052,3,124.22
O700127,P5113,2,402.19
O700127,P5110,2,481.18
O700128,P5052,1,131.05
O700128,P5103,3,325.31
O700128,P5069,2,893.42
O700128,P5036,3,97.62
O700128,P5038,1,237.31
O700128,P5010,2,108.11
O700129,P5069,5,756.52
O700129,P5035,3,117.86
O700129,P5125,1,316.06
O700129,P5064,1,165.11
O700129,P5127,1,188.08
O700129,P5093,2,220.13
O700130,P5052,4,134.82
O700130,P5120,4,455.46
O700130,P5123,5,132.44
O700130,P5069,3,897.74
O700130,P5103,4,339.29
O700131,P5069,2,892.69
O700131,P5044,2,45.3
O700131,P5103,3,328.9
O700131,P5130,3,1352.39
O700132,P5064,2,99.69
O700132,P5036,1,51.95
O700133,P5125,3,363.42
O700133,P5052,1,134.79
O700133,P5085,1,427.44
O700133,P5069,2,877.3
O700133,P5046,3,289.61
O700133,P5103,2,337.55
O700134,P5069,1,695.1
O700135,P5081,4,376.65
O700135,P5069,4,797.12
O700135,P5072,1,820.55
O700136,P5069,4,622.73
O700136,P5052,6,91.09
O700136,P5091,4,498.74
O700136,P5125,2,240.73
O700136,P5038,2,163.73
O700136,P5094,2,54.21
O700136,P5103,4,230.6
O700137,P5060,1,325.04
O700137,P5120,1,419.24
O700137,P5069,2,819.57
O700137,P5046,3,278.18
O700137,P5090,2,669.44
O700137,P5135,3,1164.02
O700138,P5124,4,373.69
O700138,P5069,4,744.65
O700139,P5020,2,94.39
O700139,P5069,2,863.95
O700139,P5127,2,225.22
O700139,P5103,4,323.78
O700139,P5131,2,840.4
O700140,P5052,4,121.58
O700140,P5103,1,307.02
O700140,P5014,2,132.37
O700140,P5030,5,280.28
O700140,P5135,3,1161.7
O700140,P5069,5,830.78
O700141,P5069,3,597.85
O700141,P5035,2,93.09
O700141,P5064,2,132.64
O700141,P5114,3,399.2
O700142,P5113,4,353.39
O700142,P5103,1,299.25
O700142,P5076,2,414.58
O700143,P5069,5,694.8
O700143,P5111,6,494.11
O700143,P5072,2,724.83
O700143,P5052,4,101.39
O700143,P5030,4,228.49
O700144,P5120,4,431.46
O700145,P5034,1,31.98
O700145,P5098,3,623.86
O700145,P5069,4,735.53
O700145,P5131,3,701.17
O700145,P5119,4,302.58
O700146,P5069,3,1003.16
O700146,P5103,4,385.1
O700146,P5125,4,426.96
O700147,P5069,2,947.43
O700147,P5127,4,250.3
O700147,P5052,2,137.69
O700147,P5122,2,145.69
O700148,P5069,2,998.25
O700148,P5104,1,744.86
O700148,P5103,1,379.73
O700148,P5016,3,169.18
O700148,P5002,4,198.06
O700148,P5079,2,738.02
O700148,P5082,3,1407.68
O700149,P5069,3,960.4
O700149,P5030,2,323.2
O700149,P5067,3,474.63
O700149,P5013,2,68.56
O700149,P5062,2,418.42
O700149,P5064,2,207.6
O700149,P5066,3,1113.63
O700150,P5103,3,350.86
O700150,P5069,1,924.8
O700150,P5131,2,897.32
O700150,P5135,6,1316.57
O700150,P5125,2,369.92
O700150,P5052,2,136.22
O700150,P5072,2,916.26
O700150,P5034,1,40.38
O700151,P5069,1,875.52
O700151,P5120,1,451.47
O700151,P5051,3,54.4
O700151,P5103,3,327.9
O700152,P5069,2,626.9
O700152,P5103,1,221.27
O700152,P5139,3,396.55
O700153,P5121,3,224.02
O700153,P5045,1,166.8
O700153,P5135,2,1038.42
O700154,P5090,3,656.66
O700154,P5081,5,381.86
O700154,P5097,3,754.97
O700155,P5030,2,296.89
O700155,P5111,2,617.37
O700156,P5069,-1,895
O700156,P5052,1,125.62
O700156,P5103,3,328.07
O700156,P5041,3,114.11
O700156,P5114,2,567.1
O700156,P5065,3,1192.23
O700156,P5035,3,129.5
O700157,P5052,1,111.05
O700157,P5133,4,402.49
O700158,P5030,3,285.83
O700158,P5041,1,109.56
O700158,P5131,1,804.32
O700158,P5084,3,304.39
O700158,P5008,3,203.86
O700158,P5105,1,599.06
O700158,P5031,2,150.37
O700159,P5055,3,138.45
O700160,P5035,3,119.06
O700160,P5069,1,825.78
O700160,P5103,2,290.51
O700161,P5119,4,221.21
O700161,P5062,5,237.9
O700161,P5069,2,562.33
O700161,P5125,5,228.6
O700162,P5135,3,1363.81
O700162,P5069,2,975.05
O700162,P5064,3,195.85
O700162,P5131,3,889.86
O700162,P5022,2,36.58
O700162,P5068,2,758.24
O700162,P5035,1,146.77
O700163,P5127,2,229
O700163,P5069,2,894.3
O700163,P5052,4,129.5
O700164,P5030,1,247.22
O700164,P5069,2,766.92
O700164,P5036,2,84.51
O700164,P5135,-2,1100.66
O700165,P5025,2,43.65
O700165,P5103,2,234.25
O700165,P5135,2,883.41
O700165,P5051,1,40.05
O700165,P5069,1,609.53
O700166,P5052,2,102.01
O700166,P5035,3,107.76
O700167,P5135,1,1255.75
O700167,P5007,2,155.44
O700167,P5044,3,45.11
O700167,P5069,2,845.3
O700167,P5125,4,355.43
O700167,P5127,2,219.38
O700167,P5030,4,286.69
O700168,P5131,2,756.89
O700168,P5103,2,306.46
O700168,P5069,4,784.27
O700168,P5035,1,123.39
O700168,P5090,5,645.77
O700168,P5075,2,544.33
O700169,P5069,1,850.99
O700169,P5081,1,395.79
O700169,P5045,3,201.7
O700169,P5120,2,452.71
O700170,P5103,2,275.48
O700170,P5069,2,742.94
O700170,P5131,1,738.25
O700170,P5119,2,302.04
O700170,P5052,1,112.25
O700170,P5034,3,32.48
O700170,P5010,1,90.03
O700170,P5111,1,546.7
O700171,P5081,1,445.11
O700171,P5103,2,351.22
O700172,P5088,2,148.58
O700172,P5103,2,242.33
O700172,P5069,1,654.62
O700172,P5125,1,268.47
O700172,P5127,3,168.18
O700172,P5043,1,167.88
O700172,P5066,3,738.93
O700172,P5016,1,104.06
O700172,P5051,1,41.49
O700172,P5038,2,174.86
O700173,P5069,2,780.4
O700173,P5103,1,281.42
O700173,P5038,2,206.47
O700173,P5035,5,115.04
O700174,P5125,-1,275.9
O700174,P5133,2,364.92
O700175,P5069,2,955.69
O700175,P5052,2,138
O700175,P5114,3,625.36
O700175,P5103,1,350.12
O700175,P5123,2,142.07
O700175,P5127,2,233.86
O700176,P5069,2,759.16
O700176,P5090,2,612.98
O700176,P5103,4,281.22
O700176,P5093,1,225.64
O700176,P5062,1,311.57
O700176,P5015,2,170.18
O700177,P5103,1,243.57
O700177,P5052,2,98.67
O700177,P5069,1,660.29
O700177,P5131,2,626.9
O700177,P5013,4,47.92
O700178,P5094,4,83.91
O700178,P5081,2,442.07
O700178,P5127,1,241.15
O700178,P5047,5,172.69
O700179,P5123,1,127.81
O700180,P5069,1,976.02
O700180,P5030,3,313.76
O700180,P5013,1,66.21
O700180,P5090,8,766.11
O700181,P5125,1,262.83
O700181,P5091,3,519.17
O700181,P5021,2,29.61
O700182,P5069,-2,728.07
O700182,P5051,2,44.56
O700182,P5135,3,1036.43
O700183,P5066,2,834.25
O700183,P5052,5,109.41
O700183,P5081,2,363.27
O700183,P5103,1,276.41
O700183,P5064,1,165.17
O700183,P5097,3,694.22
O700184,P5139,4,476.18
O700184,P5103,2,279.45
O700184,P5133,1,417.57
O700184,P5083,2,202.92
O700184,P5044,3,38.18
O700184,P5069,1,776.32
O700184,P5029,3,206.88
O700184,P5043,5,197.12
O700185,P5041,4,117.97
O700185,P5084,3,323.58
O700185,P5052,2,127.91
O700185,P5069,3,905.92
O700185,P5093,4,270.55
O700185,P5042,3,220.54
O700186,P5069,1,982.15
O700186,P5085,3,475.76
O700186,P5090,1,813.89
O700186,P5014,2,162.07
O700187,P5093,4,289.9
O700187,P5088,2,223.26
O700187,P5064,2,215.33
O700188,P5084,3,359.25
O700188,P5069,2,1040.07
O700188,P5103,1,383.87
O700189,P5069,3,1016.14
O700189,P5045,2,234.89
O700189,P5064,2,219.29
O700189,P5084,5,372.15
O700189,P5062,4,423.3
O700190,P5139,3,599.26
O700190,P5069,2,952.13
O700190,P5135,1,1394.87
O700190,P5051,1,60.65
O700190,P5088,4,217.66
O700190,P5103,1,359.99
O700190,P5081,3,451.54
O700191,P5097,4,913.62
O700191,P5104,1,742.71
O700191,P5069,1,1024.08
O700191,P5135,5,1455.61
O700192,P5069,4,934.38
O700192,P5103,2,357.44
O700192,P5060,1,386.57
O700192,P5125,4,388.39
O700192,P5137,1,1023.26
O700192,P5064,4,206.45
O700192,P5052,2,139.23
O700192,P5045,2,224.57
O700193,P5069,3,998.39
O700193,P5085,2,469.84
O700193,P5125,2,407.45
O700194,P5081,2,412.44
O700194,P5069,1,911.78
O700194,P5131,2,860.86
O700194,P5052,2,129.01
O700194,P5010,2,109.28
O700195,P5069,1,806.39
O700195,P5120,4,422.59
O700195,P5139,4,513.4
O700196,P5091,3,755.73
O700196,P5069,2,971.45
O700196,P5072,2,978.37
O700196,P5114,2,614.94
O700197,P5069,3,811.77
O700197,P5103,1,289.25
O700198,P5069,2,795.9
O700198,P5064,1,170.25
O700198,P5125,4,330.7
O700199,P5072,3,1054.88
O700199,P5130,2,1473.76
O700199,P5030,3,338.84
O700199,P5052,2,151.12
O700199,P5090,4,814.27
O700199,P5097,4,939.71
O700199,P5045,2,237.88
O700200,P5125,2,325.15
O700200,P5016,3,134.4
O700200,P5002,3,155.76
O700201,P5030,2,292.61
O700201,P5097,3,798.15
O700202,P5103,3,272.66
O700202,P5135,1,1053.12
O700202,P5127,3,179.17
O700203,P5088,6,117.12
O700203,P5069,1,541.67
O700203,P5103,2,198
O700203,P5081,2,253.98
O700204,P5069,3,812.99
O700204,P5098,1,686.99
O700204,P5072,2,848.44
O700204,P5135,1,1154.4
O700204,P5036,4,88.48
O700205,P5081,5,272.96
O700205,P5069,3,595.29
O700205,P5127,1,149.56
O700206,P5125,2,302.37
O700206,P5047,3,141.5
O700206,P5069,2,770.1
O700207,P5103,1,305.63
O700207,P5069,1,804.37
O700208,P5105,2,461.28
O700208,P5069,2,616.92
O700208,P5103,3,229.64
O700208,P5082,5,893.81
O700208,P5066,1,690.53
O700209,P5027,3,165.36
O700209,P5052,2,119.24
O700209,P5069,3,834.33
O700209,P5034,2,35.14
O700210,P5069,1,924.17
O700210,P5125,3,371.36
O700210,P5064,5,192.24
O700211,P5090,3,589.45
O700211,P5103,1,261.81
O700211,P5004,2,0
O700212,P5125,1,371.87
O700212,P5069,2,916.62
O700213,P5069,3,900.48
O700213,P5030,2,305.78
O700213,P5090,1,739.84
O700213,P5103,4,337.51
O700213,P5127,2,232.51
O700213,P5066,1,1012.44
O700214,P5103,3,329.98
O700214,P5069,2,879.57
O700214,P5097,1,828.48
O700214,P5051,2,56.25
O700215,P5069,1,542.89
O700215,P5123,2,78.9
O700215,P5124,4,276.64
O700215,P5052,2,79.08
O700215,P5131,2,522.65
O700216,P5103,2,326.76
O700216,P5069,2,887.39
O700216,P5054,2,309.54
O700217,P5069,3,724.52
O700217,P5119,3,279.78
O700217,P5016,3,113.79
O700217,P5044,1,38.13
O700218,P5043,2,246.26
O700218,P5069,3,932.16
O700218,P5125,8,385.25
O700218,P5115,5,494.17
O700218,P5106,2,243.06
O700218,P5051,4,60.9
O700219,P5069,2,837.91
O700219,P5103,2,324.04
O700220,P5123,2,85.26
O700220,P5069,2,563.69
O700220,P5054,3,195.08
O700220,P5120,2,297.31
O700221,P5069,1,875.35
O700221,P5038,-4,232.29
O700221,P5035,3,129.25
O700221,P5125,5,336.71
O700222,P5038,5,226.5
O700222,P5013,3,60.56
O700222,P5069,3,834.19
O700222,P5029,2,234.41
O700222,P5064,1,180.45
O700222,P5035,4,132.47
O700222,P5103,2,308.12
O700223,P5052,1,137.51
O700223,P5111,1,675.76
O700224,P5069,2,753.68
O700224,P5043,2,195.92
O700224,P5135,3,1060.01
O700225,P5133,1,363.1
O700226,P5103,2,292.74
O700226,P5069,3,786.43
O700226,P5051,1,51.12
O700226,P5125,6,325.97
O700226,P5023,2,111.08
O700226,P5014,4,131.23
O700226,P5072,2,803.93
O700226,P5097,1,773.48
O700227,P5117,1,96.59
O700227,P5069,2,919.2
O700227,P5070,2,207.76
O700228,P5069,1,735.91
O700228,P5120,5,378
O700228,P5029,2,208.27
O700228,P5125,4,299.89
O700228,P5081,1,350.53
O700229,P5103,2,361.02
O700229,P5069,3,951.75
O700229,P5135,1,1351.45
O700230,P5023,2,112.3
O700230,P5103,3,308.89
O700230,P5088,3,179.12
O700230,P5069,1,826.08
O700231,P5069,5,804.85
O700231,P5041,2,104.89
O700231,P5103,2,305.77
O700231,P5097,3,742.13
O700232,P5030,1,227.69
O700232,P5131,1,650.99
O700232,P5069,3,707.26
O700232,P5034,2,29.69
O700232,P5051,4,42.76
O700233,P5018,3,71.7
O700233,P5131,3,762.68
O700233,P5103,2,306.01
O700233,P5090,1,666.28
O700234,P5069,2,848.16
O700234,P5103,2,312.81
O700234,P5107,6,356.68
O700234,P5135,2,1218.02
O700234,P5127,1,223.28
O700235,P5119,6,238.79
O700235,P5069,2,628.6
O700235,P5051,2,38.96
O700235,P5064,1,127.69
O700235,P5066,1,703.58
O700236,P5052,3,89.74
O700236,P5125,1,256.23
O700236,P5035,3,94.19
O700236,P5069,2,628.46
O700236,P5104,2,438.39
O700236,P5120,2,319.25
O700236,P5090,2,496.36
O700237,P5069,3,989.42
O700237,P5072,4,1010.61
O700238,P5069,1,903.99
O700238,P5072,2,935.91
O700238,P5111,2,642.12
O700239,P5111,5,669.48
O700239,P5125,3,386.76
O700239,P5103,2,361.27
O700239,P5069,3,958.64
O700239,P5133,2,541.28
O700240,P5103,4,326.06
O700240,P5038,2,236.5
O700241,P5069,2,944.87
O700241,P5043,1,239.57
O700241,P5125,2,373.61
O700241,P5072,1,957.37
O700242,P5119,6,382.77
